number,Sex,Age,Rating date,Traveled date,Seat comfort,Customer service,Cleanliness,Food and Beverage,Legroom,In-flight entertainment,Value for money,Check-in and Boarding,Area,Cabin,Route
489,F,50-64,2018/6/6 0:00,18-May,2,3,4,1,3,3,3,3,International,Economy,Chicago - Paris
490,M,65+,2018/6/6 0:00,18-May,3,2,4,3,4,1,2,2,Domestic,Economy,Washington DC - Louisville
491,M,35-49,2018/6/6 0:00,18-Jun,3,4,4,4,5,3,4,3,Domestic,First Class,Memphis - Palm Springs
492,M,50-64,2018/6/6 0:00,18-May,3,3,4,3,3,5,4,3,Domestic,Economy,Memphis - Boston
493,F,35-49,2018/6/6 0:00,18-Jun,4,4,4,4,4,3,4,4,International,Economy,Dallas - Tokyo
494,F,35-49,2018/6/6 0:00,18-May,3,4,5,3,3,3,4,5,Domestic,Economy,Washington DC - Bangor
495,M,65+,2018/6/6 0:00,18-Jun,4,5,5,4,4,5,5,5,Domestic,Economy,Austin - Los Angeles
496,M,65+,2018/6/6 0:00,18-May,2,2,4,3,2,3,3,4,International,Economy,Miami - London
497,M,35-49,2018/6/6 0:00,18-May,3,4,4,3,3,1,4,4,Domestic,Economy,Chattanooga - San Antonio
498,M,50-64,2018/6/6 0:00,18-May,5,5,5,4,4,5,3,5,Domestic,Economy,Los Angeles - Dallas
499,M,50-64,2018/6/6 0:00,,4,5,5,4,3,1,4,5,International,Economy,Philadelphia - Budapest
500,F,50-64,2018/6/6 0:00,18-May,3,2,2,3,3,3,3,2,International,Economy,Philadelphia - Manchester
501,M,50-64,2018/5/6 0:00,18-May,3,4,4,4,3,3,4,4,Domestic,Economy,Little Rock - Indianapolis
502,M,50-64,2018/5/6 0:00,18-Jun,4,5,5,5,4,4,5,5,Mexico,Economy,Denver - Cozumel
503,F,50-64,2018/5/6 0:00,18-Jun,3,1,1,3,3,2,3,3,Mexico,Economy,Miami - Cancun
504,M,65+,2018/5/6 0:00,18-May,3,5,4,4,3,4,5,5,International,Economy,Harrisburg - Rome
505,F,50-64,2018/5/6 0:00,18-May,5,5,5,5,5,5,5,5,Domestic,First Class,Orlando - Colorado Springs
506,F,65+,2018/5/6 0:00,,4,5,5,4,4,4,4,5,International,Economy,Las Vegas - London
507,M,50-64,2018/5/6 0:00,18-May,2,5,3,5,2,4,5,5,Domestic,First Class,Indianapolis - St. Petersburg
508,M,65+,2018/5/6 0:00,17-Dec,3,3,4,1,3,1,3,2,Domestic,Economy,Blountville - Tampa
509,M,65+,2018/5/6 0:00,18-May,1,2,3,3,1,1,1,3,Domestic,Economy,Dallas - Orlando
510,M,35-49,2018/5/6 0:00,18-May,4,5,5,3,4,2,4,5,International,Economy,Quito - Dallas
511,F,65+,2018/5/6 0:00,18-May,4,3,5,3,4,3,4,5,Domestic,Economy,Charlotte - New Orleans
512,M,50-64,2018/5/6 0:00,,1,4,2,1,1,4,1,4,Mexico,Business Class,Rochester - Cancun
513,M,50-64,2018/5/6 0:00,17-Jul,3,5,5,3,3,3,5,5,International,Economy,Los Angeles - Belize City
514,M,65+,2018/5/6 0:00,18-May,5,3,4,4,5,5,5,5,International,Business Class,Lisbon - Philadelphia
515,F,65+,2018/4/6 0:00,,3,5,4,3,3,3,5,5,Mexico,Economy,Nashville - Cancun
516,F,50-64,2018/4/6 0:00,18-May,4,5,5,4,4,4,3,4,International,Business Class,Charlotte - Dublin
517,F,50-64,2018/4/6 0:00,,5,5,5,5,5,2,5,5,Domestic,Economy,Charlotte - San Francisco
518,F,50-64,2018/4/6 0:00,18-May,3,3,3,3,2,4,3,3,Domestic,Economy,Dallas - Las Vegas
519,M,65+,2018/4/6 0:00,18-May,3,5,5,4,3,3,4,5,International,Economy,Philadelphia - Manchester
520,M,50-64,2018/4/6 0:00,,3,2,4,3,3,1,2,4,Domestic,Economy,Philadelphia - Dallas
521,M,50-64,2018/4/6 0:00,18-May,3,4,3,3,3,3,5,3,Domestic,Economy,Baltimore - Dallas
522,M,35-49,2018/4/6 0:00,18-May,3,3,3,2,2,1,2,1,Domestic,Economy,Charlotte - Washington DC
523,M,50-64,2018/4/6 0:00,18-May,3,2,3,3,2,3,3,2,Domestic,Economy,Erie - Atlanta
524,M,18-24,2018/4/6 0:00,18-May,3,1,2,1,2,1,3,2,Domestic,Economy,San Diego - Los Angeles
525,M,50-64,2018/3/6 0:00,18-Jun,1,3,2,1,3,1,2,1,International,Economy,Caracas - Miami
526,M,65+,2018/3/6 0:00,18-Apr,4,1,3,3,4,1,3,1,Mexico,Business Class,Phoenix - Guadalajara
527,F,50-64,2018/3/6 0:00,,5,3,5,4,4,3,3,5,International,Economy,Shannon - Philadelphia
528,M,50-64,2018/3/6 0:00,18-May,4,5,5,4,4,5,4,5,International,Economy,Dubai - Charleston
529,M,50-64,2018/3/6 0:00,18-May,5,5,4,5,3,5,4,5,Domestic,First Class,West Palm Beach - Philadelphia
530,F,25-34,2018/2/6 0:00,18-Jun,3,2,3,3,3,3,1,3,Domestic,Economy,Miami - New York City
531,M,35-49,2018/2/6 0:00,18-May,5,5,5,5,5,5,5,5,Caribbean,First Class,Charlotte - Montego Bay
532,M,35-49,2018/2/6 0:00,18-May,5,5,4,4,5,5,4,4,Domestic,First Class,Seattle - Charlotte
533,M,65+,2018/2/6 0:00,18-May,3,4,4,3,2,3,3,4,Domestic,Economy,Dallas - Philadelphia
534,F,50-64,2018/2/6 0:00,18-Jun,3,2,2,3,3,1,3,5,International,Economy,San Francisco - Athens
535,F,35-49,2018/2/6 0:00,18-May,1,3,1,1,1,1,1,3,Domestic,Economy,Columbus - Newport News
536,F,50-64,2018/2/6 0:00,18-May,5,5,3,4,5,4,4,5,Domestic,First Class,Washington DC - Tampa
537,M,65+,2018/2/6 0:00,18-May,5,5,5,3,4,3,5,5,Domestic,Economy,New York City - Saint Louis
538,M,65+,2018/2/6 0:00,18-May,5,4,5,4,5,5,4,4,International,Economy,Beijing - Los Angeles
539,M,50-64,2018/1/6 0:00,18-May,3,3,3,3,3,3,3,3,Domestic,Economy,Chicago - Seattle
540,M,35-49,2018/1/6 0:00,18-May,3,3,2,3,3,2,3,3,Domestic,Economy,Peoria - Dallas
541,M,50-64,31/5/2018,17-Oct,5,5,5,4,5,5,4,5,Domestic,First Class,Miami - Honolulu
542,M,50-64,31/5/2018,18-May,4,4,3,3,5,5,3,3,International,Business Class,Dallas - Tokyo
543,M,35-49,31/5/2018,18-May,5,4,5,3,5,3,5,5,Domestic,First Class,Fort Lauderdale - Chicago
544,M,65+,31/5/2018,18-May,3,4,5,4,3,5,5,5,International,Economy,Charlotte - London
545,F,50-64,31/5/2018,18-May,3,3,2,3,3,3,2,3,International,Economy,Blountville - Athens
546,M,50-64,31/5/2018,18-Apr,1,1,2,3,3,3,1,3,International,First Class,Los Angeles - Tokyo
547,M,65+,31/5/2018,,5,5,4,4,4,3,4,5,Domestic,First Class,Philadelphia - Orlando
548,M,35-49,31/5/2018,18-May,3,4,4,3,4,2,3,2,International,Economy,Miami - Guayaquil
549,F,50-64,31/5/2018,18-May,1,1,2,2,1,3,2,2,Domestic,Economy,Honolulu - Dallas
550,F,50-64,31/5/2018,18-May,2,4,4,3,1,1,5,5,Domestic,Economy,Waco - Philadelphia
551,F,35-49,31/5/2018,18-May,4,5,5,4,4,2,5,5,International,Economy,Tampa - San Jose
552,M,35-49,31/5/2018,18-May,4,1,5,1,4,4,4,1,Domestic,Economy,Cedar Rapids - Philadelphia
553,M,50-64,30/5/2018,18-May,4,4,4,4,4,4,3,4,Domestic,Business Class,New York City - Dallas
554,M,50-64,30/5/2018,18-May,4,4,4,4,4,4,3,4,Domestic,Business Class,Dallas - New York City
555,M,50-64,30/5/2018,18-May,3,3,3,3,3,2,3,3,International,Economy,Tampa - Tel Aviv
556,M,50-64,30/5/2018,18-May,3,3,3,2,3,2,3,2,Domestic,Economy,Washington DC - Chicago
557,M,50-64,30/5/2018,18-May,5,5,5,5,5,5,5,5,Domestic,Business Class,New York City - Phoenix
558,F,35-49,30/5/2018,,2,3,3,3,2,4,3,3,International,Economy,Bogota - Miami
559,M,65+,30/5/2018,18-May,5,4,3,2,5,3,2,3,International,Business Class,Charlotte - Madrid
560,M,50-64,30/5/2018,18-May,4,1,3,1,5,1,2,1,Mexico,First Class,Miami - Cancun
561,M,50-64,30/5/2018,18-May,3,2,3,1,3,2,1,1,International,Business Class,Lisbon - Tampa
562,M,35-49,30/5/2018,18-Apr,4,5,4,2,4,3,5,3,Domestic,Economy,Tampa - Phoenix
563,M,65+,30/5/2018,18-Apr,3,2,4,3,3,4,2,4,International,Economy,Athens - Key West
564,M,50-64,29/5/2018,18-May,3,3,3,3,3,2,3,3,Domestic,Economy,Philadelphia - Louisville
565,M,50-64,29/5/2018,18-May,3,3,4,3,3,2,3,5,Domestic,Economy,Nashville - Philadelphia
566,F,50-64,29/5/2018,18-May,3,4,5,4,3,3,3,4,International,Economy,Miami - Quito
567,M,50-64,29/5/2018,18-May,3,4,3,3,3,3,3,4,Domestic,Economy,Chicago - Key West
568,M,50-64,29/5/2018,18-May,4,4,3,3,4,3,5,5,Domestic,Economy,Greensboro - Miami
569,F,65+,29/5/2018,18-May,5,5,5,5,5,5,4,5,Domestic,First Class,Tampa - Honolulu
570,M,65+,29/5/2018,18-May,3,3,3,3,3,1,2,3,International,Economy,Budapest - Philadelphia
571,F,35-49,29/5/2018,18-Apr,4,1,4,4,4,4,1,1,Domestic,First Class,Raleigh - Las Vegas
572,M,50-64,29/5/2018,18-May,4,4,3,2,4,3,3,3,Domestic,Economy,Boston - Chicago
573,M,35-49,28/5/2018,18-May,3,1,2,2,3,4,2,1,USA,Economy,Cancun - Chicago
574,M,65+,28/5/2018,18-May,1,1,3,1,1,1,1,1,International,Economy,Montego Bay - Philadelphia
575,F,65+,28/5/2018,18-Feb,3,3,3,3,3,2,3,3,International,Economy,Charlotte - Paris
576,F,65+,28/5/2018,18-May,2,3,3,3,2,4,3,3,International,Economy,Paris - Dallas
577,F,65+,28/5/2018,18-May,2,4,3,2,2,3,2,4,International,Economy,Montego Bay - Charlotte
578,F,65+,28/5/2018,18-May,3,3,2,2,2,3,2,3,Caribbean,Economy,Charlotte - Montego Bay
579,M,35-49,28/5/2018,,5,3,4,4,5,3,4,4,Domestic,Business Class,New York City - Boston
580,M,50-64,28/5/2018,18-Apr,3,3,3,3,3,2,3,3,Domestic,Economy,Jackson - Indianapolis
581,F,35-49,27/5/2018,18-Apr,2,1,2,1,2,2,2,2,Domestic,Economy,Chicago - Indianapolis
582,M,50-64,27/5/2018,18-May,4,4,5,4,3,5,3,5,Domestic,Economy,Miami - Raleigh
583,M,50-64,27/5/2018,,4,5,5,3,3,5,4,5,Domestic,Economy,Raleigh - Miami
584,M,25-34,27/5/2018,18-May,3,4,3,3,3,4,3,3,Domestic,Economy,Philadelphia - Los Angeles
585,M,50-64,27/5/2018,18-May,4,4,4,3,4,2,4,4,Domestic,First Class,Chicago - New York City
586,F,50-64,27/5/2018,,4,3,3,3,3,3,3,3,Domestic,Business Class,Orlando - Los Angeles
587,M,50-64,26/5/2018,18-May,4,5,5,5,4,5,5,5,International,Economy,London - Chicago
588,M,50-64,26/5/2018,17-Jun,2,2,4,2,1,2,2,4,Domestic,Economy,New York City - Miami
589,M,50-64,26/5/2018,18-May,3,5,4,3,3,4,4,5,Caribbean,Economy,Washington DC - Montego Bay
590,M,35-49,26/5/2018,18-May,3,1,1,1,3,1,1,3,International,Economy,Port of Spain - Tampa
591,M,50-64,25/5/2018,18-Feb,1,1,1,1,2,1,1,3,Domestic,Business Class,Boise - Cleveland
592,M,50-64,25/5/2018,18-May,1,2,4,1,1,3,1,2,Domestic,Economy,Sacramento - West Palm Beach
593,M,50-64,25/5/2018,18-Apr,4,5,4,5,4,3,5,3,Caribbean,Economy,Miami - Eleuthera
594,M,50-64,25/5/2018,18-Apr,3,5,4,3,3,4,4,3,International,Economy,Amsterdam - Dallas
595,M,35-49,25/5/2018,18-May,5,5,5,5,5,5,1,2,Caribbean,First Class,Hartford - Nassau
596,M,35-49,25/5/2018,18-May,2,3,3,3,1,4,3,2,International,Economy,Dallas - Seoul
597,M,50-64,25/5/2018,18-May,4,4,4,2,3,4,3,4,International,Economy,New York City - London
598,M,50-64,25/5/2018,18-May,1,1,1,1,1,1,1,1,Domestic,Economy,Las Vegas - Los Angeles
599,M,50-64,24/5/2018,,1,1,1,1,1,1,1,1,Domestic,Economy,Harrisburg - Orlando
600,F,50-64,24/5/2018,18-May,4,3,4,4,4,4,3,3,Domestic,Economy,Chicago - Lihue
601,M,50-64,23/5/2018,,4,5,4,3,4,3,5,5,Domestic,Economy,Phoenix - Washington DC
602,M,65+,23/5/2018,18-Mar,3,3,3,3,3,1,3,3,Domestic,Economy,Philadelphia - Las Vegas
603,F,65+,23/5/2018,18-May,3,5,5,4,3,5,4,5,Domestic,Economy,Washington DC - Miami
604,F,65+,23/5/2018,18-May,4,4,4,3,4,4,4,4,International,Economy,Manchester - New Orleans
605,M,50-64,23/5/2018,18-Apr,3,2,5,3,4,3,3,2,Caribbean,Economy,Buffalo - Punta Cana
606,M,50-64,23/5/2018,18-May,5,5,5,5,4,5,5,5,International,Economy,Chicago - Roma
607,F,50-64,23/5/2018,18-Jan,2,5,2,3,2,3,5,1,International,Economy,Barcelona - Tampa
608,F,50-64,23/5/2018,17-Jun,4,5,5,5,4,5,3,5,International,Business Class,Athens - Tampa
609,F,65+,23/5/2018,18-May,5,5,5,4,4,4,5,5,International,Economy,Melbourne - San Francisco
610,M,50-64,22/5/2018,18-Mar,4,4,4,4,4,4,4,5,International,Economy,Manchester - San Juan
611,M,65+,22/5/2018,18-May,4,5,5,4,4,3,4,5,Domestic,Economy,Washington DC - Miami
612,F,25-34,22/5/2018,18-Mar,3,4,3,1,3,1,1,4,Domestic,Economy,Chicago - Wichita
613,F,50-64,22/5/2018,18-May,4,4,4,3,4,4,4,4,Domestic,Economy,Dallas - Albuquerque
614,F,35-49,22/5/2018,18-May,5,3,4,3,5,3,3,4,International,Business Class,Santiago - Tucson
615,M,50-64,22/5/2018,17-Dec,4,1,4,2,4,5,3,1,Domestic,First Class,Dallas - Chicago
616,M,50-64,22/5/2018,18-May,4,5,5,5,4,4,5,5,Domestic,Economy,Washington DC - Bangor
617,M,65+,22/5/2018,,5,5,5,3,5,5,4,4,Domestic,Economy,Tampa - Omaha
618,M,65+,22/5/2018,18-May,5,5,5,5,5,5,5,5,Domestic,First Class,Portland - Memphis
619,M,50-64,22/5/2018,18-May,3,2,3,3,3,1,3,3,Domestic,Economy,Charlotte - Columbus
620,M,50-64,22/5/2018,18-May,3,4,3,3,3,1,3,3,Domestic,Economy,Columbus - Charlotte
621,M,65+,22/5/2018,18-May,5,5,5,5,5,5,4,5,International,Business Class,Edinburgh - New York City
622,M,50-64,22/5/2018,18-May,3,3,4,3,3,2,4,4,Domestic,Economy,Boston - Chicago
623,M,35-49,22/5/2018,18-May,5,5,5,1,5,5,5,5,International,Economy,Dublin - Orlando
624,F,65+,22/5/2018,,5,5,5,5,5,5,5,5,International,Business Class,London - Dallas
625,M,50-64,21/5/2018,18-Feb,3,1,1,1,3,3,1,1,International,Business Class,New York City - Barcelona
626,M,35-49,21/5/2018,18-Apr,4,4,4,4,4,4,4,4,Domestic,Economy,Dallas - Albuquerque
627,M,35-49,21/5/2018,,4,4,4,4,4,4,4,4,International,Economy,London - Dallas
628,M,65+,21/5/2018,18-Apr,3,5,5,3,3,3,3,5,International,Economy,Chicago - London
629,M,50-64,21/5/2018,17-Jul,4,3,3,3,5,3,4,3,International,Business Class,Manchester - Philadelphia
630,M,65+,21/5/2018,18-Apr,2,1,5,2,5,3,2,5,International,Economy,Los Angeles - Sydney
631,M,50-64,21/5/2018,18-Feb,4,5,5,5,3,5,3,3,International,Economy,Barcelona - Philadelphia
632,M,50-64,21/5/2018,18-May,4,5,4,4,5,3,4,5,Domestic,First Class,Chicago - Denver
633,M,35-49,21/5/2018,,3,1,4,3,3,4,1,1,Domestic,Economy,Providence - Jacksonville
634,M,65+,21/5/2018,17-Dec,2,3,4,2,3,3,3,4,International,Business Class,Sydney - Miami
635,M,65+,21/5/2018,18-Mar,4,5,5,4,4,4,4,5,International,Business Class,Bridgetown - Miami
636,M,50-64,21/5/2018,18-Apr,2,1,3,3,3,3,2,3,International,Economy,Dublin - Charlotte
637,F,35-49,21/5/2018,18-Apr,5,5,5,5,4,5,5,5,International,Economy,Miami - Sao Paulo
638,M,50-64,21/5/2018,18-Jan,3,3,3,4,3,1,1,4,Domestic,First Class,San Jose - Chicago
639,M,65+,21/5/2018,18-May,5,5,5,5,5,3,5,5,International,First Class,Lima - London
640,F,35-49,21/5/2018,18-Mar,5,5,5,5,4,5,5,5,International,Economy,Belo Horizonte - Miami
641,M,65+,21/5/2018,18-Apr,5,5,5,5,5,5,5,5,International,Economy,Buenos Aires - Miami
642,M,65+,21/5/2018,18-Mar,5,5,5,3,5,5,5,5,Caribbean,Business Class,Miami - Havana
643,M,50-64,21/5/2018,18-May,2,3,2,2,1,1,2,4,International,Economy,Milan - Miami
644,M,35-49,21/5/2018,18-Apr,4,4,3,1,4,5,3,2,International,Business Class,Frankfurt - Charlotte
645,M,65+,21/5/2018,,3,3,3,3,3,3,3,3,International,Economy,Seattle - Guayaquil
646,M,50-64,21/5/2018,18-May,3,4,4,2,4,4,4,4,International,Economy,Punta Cana - Charlotte
647,F,65+,21/5/2018,18-May,3,4,4,4,3,3,3,3,Domestic,Economy,Raleigh - New York City
648,F,65+,21/5/2018,18-May,4,4,4,4,4,5,4,4,International,Economy,Charlotte - Paris
649,M,35-49,21/5/2018,18-Apr,4,1,3,2,3,4,2,1,International,Economy,Miami - Sao Paulo
650,M,35-49,21/5/2018,18-May,1,3,3,1,1,1,1,1,International,Economy,Budapest - Dallas
651,M,65+,21/5/2018,18-May,3,2,3,2,2,4,4,4,International,Economy,London - Los Angeles
652,M,35-49,21/5/2018,18-Apr,4,5,4,5,3,5,3,5,International,Economy,Sao Paulo - Austin
653,M,25-34,20/5/2018,,3,3,2,4,3,2,4,3,Domestic,First Class,Los Angeles - Denver
654,M,50-64,19/5/2018,18-May,4,3,5,5,4,5,5,2,International,Economy,Sydney - Reno
655,F,35-49,19/5/2018,,3,3,3,2,3,3,3,3,Caribbean,Economy,Buffalo - Punta Cana
656,F,35-49,19/5/2018,18-May,3,3,3,3,3,3,3,3,Domestic,Economy,Phoenix - Philadelphia
657,M,50-64,19/5/2018,18-May,4,1,5,3,4,3,3,1,International,Business Class,Lima - Reno
658,F,65+,19/5/2018,18-May,4,5,5,5,4,5,5,5,International,Economy,Philadelphia - Barcelona
659,F,50-64,19/5/2018,18-May,3,3,4,5,3,5,4,5,International,Economy,London - New York City
660,M,25-34,19/5/2018,18-May,3,3,3,3,3,2,3,3,Domestic,First Class,Denver - Los Angeles
661,M,50-64,19/5/2018,,4,1,3,2,4,2,2,2,Domestic,First Class,Raleigh - Washington DC
662,F,50-64,18/5/2018,18-May,2,3,3,2,2,2,3,3,Domestic,Economy,New York City - Wilmington
663,M,65+,18/5/2018,18-May,3,3,3,3,3,3,3,3,Domestic,Economy,San Francisco - Charlotte
664,M,25-34,18/5/2018,18-May,4,4,5,3,3,2,4,4,Domestic,Economy,Fresno - Phoenix
665,F,35-49,18/5/2018,18-May,4,5,5,5,4,5,5,5,Mexico,Economy,Las Vegas - Cancun
666,M,18-24,17/5/2018,18-Apr,4,5,4,3,4,2,4,4,Domestic,Economy,Maui - Phoenix
667,M,65+,17/5/2018,18-Apr,3,5,5,3,3,3,4,5,Domestic,Economy,Philadelphia - Fort Lauderdale
668,M,35-49,17/5/2018,18-May,4,5,4,4,3,4,4,4,Domestic,Economy,Philadelphia - Austin
669,M,50-64,17/5/2018,18-May,3,5,5,5,3,4,5,5,International,Economy,Dublin - New York City
670,M,50-64,17/5/2018,18-May,2,1,2,1,1,1,2,1,Domestic,Economy,New York City - Seattle
671,M,65+,17/5/2018,18-May,5,5,4,5,5,5,4,4,International,Business Class,Manchester - Fort Myers
672,M,50-64,16/5/2018,18-May,4,5,5,4,4,5,4,5,Canada,Economy,Miami - Toronto
673,M,50-64,16/5/2018,18-May,3,1,2,3,3,3,2,1,Domestic,Economy,Orlando - Dallas
674,F,50-64,16/5/2018,18-May,5,5,5,5,5,5,5,5,Domestic,First Class,Dallas - Maui
675,M,50-64,16/5/2018,18-May,2,2,3,3,1,1,3,3,Domestic,Economy,Washington DC - Phoenix
676,M,50-64,16/5/2018,18-May,5,5,5,5,4,4,5,5,Domestic,Economy,Dallas - Los Angeles
677,F,50-64,16/5/2018,,3,1,1,2,3,4,1,3,Domestic,Economy,Dallas - Denver
678,M,50-64,16/5/2018,18-Apr,3,5,3,1,4,4,2,4,Domestic,First Class,Providence - Chicago
679,F,35-49,16/5/2018,18-May,2,1,1,1,2,1,2,3,International,Economy,Columbus - Zurich
680,M,50-64,16/5/2018,18-May,3,4,4,3,3,3,4,4,Domestic,Economy,Chicago - Sioux Falls
681,F,65+,15/5/2018,18-May,4,4,4,3,4,4,3,4,Domestic,Economy,Phoenix - Philadelphia
682,F,50-64,15/5/2018,18-Apr,5,4,4,3,5,4,4,4,International,Economy,Los Angeles - Rome
683,M,50-64,15/5/2018,18-Apr,5,5,5,4,5,5,5,5,Domestic,Economy,Fort Lauderdale - Palm Springs
684,M,50-64,15/5/2018,18-May,2,1,3,1,2,1,1,1,Domestic,Economy,New York City - Miami
685,M,50-64,15/5/2018,,4,4,3,1,5,3,3,3,Mexico,First Class,Portland - Los Cabos
686,M,50-64,15/5/2018,18-Apr,3,5,3,3,3,5,3,4,Domestic,Economy,Dallas - Fresno
687,F,50-64,15/5/2018,,4,4,5,3,3,3,3,5,Caribbean,Economy,Cleveland - Grand Cayman
688,M,65+,14/5/2018,18-May,4,5,5,4,4,4,5,5,Domestic,Economy,Monroe - New York City
689,F,50-64,14/5/2018,18-May,3,3,4,3,3,1,3,5,Domestic,Economy,Jackson - Dallas
690,F,50-64,14/5/2018,18-Apr,3,3,4,3,3,4,3,2,International,Economy,Miami - Barcelona
691,M,50-64,14/5/2018,18-Apr,4,4,4,3,4,5,4,4,Domestic,Economy,Miami - New Orleans
692,M,65+,14/5/2018,18-May,4,5,5,4,4,4,5,5,Caribbean,Economy,Tulsa - San Juan
693,M,50-64,14/5/2018,18-May,3,4,4,3,3,3,3,3,Domestic,Economy,Atlanta - Philadelphia
694,M,35-49,14/5/2018,,4,5,4,4,4,3,3,4,Mexico,Economy,Charlotte - Cancun
695,M,65+,14/5/2018,18-Apr,2,4,4,4,3,3,4,4,Domestic,Economy,Dallas - San Diego
696,F,50-64,14/5/2018,18-May,3,5,4,4,3,3,4,4,Domestic,Economy,Sacramento - Dallas
697,M,50-64,14/5/2018,18-May,2,1,3,3,2,3,3,3,International,Economy,Sao Paulo - Los Angeles
698,M,65+,14/5/2018,18-May,4,4,4,3,4,1,3,4,Domestic,Economy,Charlotte - Los Angeles
699,M,25-34,13/5/2018,18-Apr,4,4,4,4,4,5,4,4,Domestic,Economy,San Francisco - New York City
700,M,35-49,13/5/2018,18-May,5,2,5,2,5,5,3,5,International,Business Class,Rio de Janeiro - Miami
701,M,35-49,13/5/2018,18-May,4,5,5,4,4,5,5,5,International,Economy,Dallas - Sao Paulo
702,F,50-64,13/5/2018,18-Apr,5,5,5,5,5,3,4,5,Domestic,First Class,Fort Walton Beach - Austin
703,M,50-64,13/5/2018,18-Apr,4,5,4,4,4,3,5,4,Domestic,Economy,Las Vegas - New York City
704,M,65+,2018/12/5 0:00,18-Apr,2,3,3,2,2,3,3,4,Domestic,Economy,Miami - San Francisco
705,M,50-64,2018/12/5 0:00,18-Apr,4,5,4,3,4,1,4,5,Domestic,Economy,Los Angeles - Richmond
706,F,65+,2018/12/5 0:00,18-May,3,3,5,3,3,1,3,4,International,Economy,San Juan - Miami
707,M,25-34,2018/12/5 0:00,18-Apr,4,4,4,4,4,3,5,3,International,Business Class,Tokyo - Los Angeles
708,M,25-34,2018/12/5 0:00,17-Sep,4,5,4,3,3,4,3,4,Domestic,Economy,Charlotte - Philadelphia
709,M,50-64,2018/12/5 0:00,18-May,3,4,5,3,3,5,4,5,Domestic,Economy,Birmingham - Honolulu
710,M,65+,2018/12/5 0:00,18-Apr,3,5,3,4,3,1,4,4,Domestic,Economy,Phoenix - New York City
711,M,50-64,2018/12/5 0:00,18-May,5,5,5,5,5,5,3,5,Domestic,First Class,Los Angeles - Honolulu
712,F,65+,2018/12/5 0:00,18-Apr,3,5,5,5,5,5,5,5,Domestic,Business Class,Los Angeles - Denver
713,F,50-64,2018/11/5 0:00,,3,1,3,1,2,3,3,3,Domestic,Economy,Tucson - Miami
714,M,65+,2018/11/5 0:00,18-May,4,5,5,4,5,4,4,4,Mexico,Economy,Chicago - Los Cabos
715,M,50-64,2018/11/5 0:00,18-Apr,2,1,2,1,3,1,1,3,Canada,Economy,Miami - Toronto
716,M,35-49,2018/11/5 0:00,17-Oct,1,1,2,1,1,1,1,1,Mexico,Economy,Providence - Cancun
717,M,50-64,2018/11/5 0:00,18-Apr,4,5,5,3,4,3,4,5,Domestic,Economy,Chicago - Tucson
718,F,35-49,2018/11/5 0:00,18-Apr,4,5,4,5,4,5,4,5,Domestic,First Class,Orlando - Dallas
719,M,65+,2018/11/5 0:00,18-Apr,5,5,5,5,5,5,5,5,International,Economy,Prague - New York City
720,M,65+,2018/10/5 0:00,18-Apr,4,4,4,4,4,4,4,4,Domestic,First Class,Nashville - Dallas
721,M,35-49,2018/10/5 0:00,18-May,2,1,3,3,3,2,2,2,International,Economy,State College - New Delhi
722,F,25-34,2018/10/5 0:00,18-May,3,1,3,3,3,4,2,3,International,Economy,San Francisco - Paris
723,M,50-64,2018/10/5 0:00,18-Feb,3,3,4,1,2,3,1,4,Domestic,Economy,Colorado Springs - Washington DC
724,F,50-64,2018/10/5 0:00,18-May,4,4,4,3,3,3,3,4,Domestic,Economy,New Orleans - Chicago
725,F,50-64,2018/10/5 0:00,18-Mar,2,2,3,1,2,1,1,3,Domestic,Economy,San Francisco - Buffalo
726,M,50-64,2018/10/5 0:00,18-Apr,3,5,5,3,4,4,5,5,Domestic,Economy,Dallas - Phoenix
727,F,35-49,2018/9/5 0:00,18-Apr,4,4,4,3,4,4,3,5,International,Economy,Los Angeles - London
728,M,35-49,2018/9/5 0:00,18-Apr,4,4,4,3,3,3,4,4,International,Economy,San Juan - Cancun
729,F,50-64,2018/9/5 0:00,18-May,3,4,4,3,3,3,4,4,Domestic,Economy,Charlotte - Boston
730,M,35-49,2018/9/5 0:00,18-May,2,1,3,3,2,3,1,1,Domestic,Economy,Dallas - Memphis
731,M,35-49,2018/9/5 0:00,18-May,1,3,3,3,1,4,2,2,International,Economy,Dallas - Seoul
732,M,65+,2018/9/5 0:00,17-Sep,3,2,2,1,3,1,1,3,International,Economy,Miami - Paris
733,F,65+,2018/9/5 0:00,18-Apr,3,5,4,3,3,3,3,4,Domestic,Economy,Ontario - Baltimore
734,M,50-64,2018/8/5 0:00,18-Mar,3,4,4,4,3,4,3,4,Domestic,Economy,Nashville - Los Angeles
735,F,50-64,2018/8/5 0:00,18-Apr,3,3,4,4,3,5,3,4,Domestic,Economy,San Diego - Columbus
736,F,35-49,2018/8/5 0:00,18-Apr,2,2,4,2,2,2,3,4,Domestic,Economy,Washington DC - Boston
737,M,65+,2018/8/5 0:00,18-Feb,4,3,4,2,4,3,3,5,Caribbean,Economy,Miami - Punta Cana
738,F,65+,2018/8/5 0:00,,3,4,4,3,3,2,3,4,Domestic,Economy,Tulsa - Tampa
739,M,50-64,2018/8/5 0:00,18-Apr,2,1,2,1,2,2,1,1,Domestic,Economy,Dallas - Charlotte
